['0.0000000e+00', ' 2.1398472e+01', '-3.7991027e+00', ' 2.4707781e+01', '-1.9558276e+01', '-2.6100865e+01', '-1.8511861e+01', '-4.9896885e-01', '-1.6954116e+01', '-1.6174434e+01', '-6.7818098e+00', ' 3.3549935e+00', ' 1.8039066e+01', '-1.9683229e+01', '-1.8339842e+01', ' 9.3797252e+00', '-4.5513085e+00', ' 2.7160444e+01', '-9.6700733e+00', ' 3.4231604e+00', ' 1.9441361e+00', '-7.9816084e+00', ' 1.1454542e+01', '-2.2153420e+01', ' 1.9360816e+01', ' 5.0452188e-01', ' 2.5429889e+01', ' 7.5591115e+00', '-1.1047686e+01', ' 2.3360861e+00', ' 1.7711948e+01', ' 1.1516223e+01', ' 3.4472066e+00', '-9.2468938e-01', ' 1.0353789e+01', ' 1.5884841e+01', ' 6.4962815e+00', '-2.1013385e+01', '-5.0142027e+00', '-1.7470591e+01', ' 1.5553976e+00', ' 5.4802618e+00', ' 2.6787195e+01', ' 7.7050907e-01', ' 1.3534013e+01', ' 3.1925250e+00', ' 1.9347849e+01', ' 2.4391411e+01', ' 6.9701473e+00', '-5.4837915e+00', ' 7.2659437e+00', ' 1.6718847e+01', ' 1.3116689e+01', '-2.1007919e+00', ' 7.4734441e-01', ' 5.6625548e+00', ' 3.5760561e+00', '-1.0356454e+01', ' 3.7326893e+00', ' 1.8675322e-01', '-6.4663321e-01', '-2.1895984e+01', ' 1.0036899e+01', ' 1.3557643e+01', ' 1.8314780e+01', ' 1.2107075e+01', '-8.1425216e+00', '-1.4547388e+00', ' 5.3881221e+00', '-2.7493031e+00', '-5.9073307e+00', ' 5.9155658e+00', ' 1.7802799e+00', '-4.1589803e+00', ' 1.2212500e+01', ' 2.5308937e+00', ' 1.8536456e+01', ' 1.1679953e+01', ' 1.4439611e+01', '-2.7713441e+00', ' 2.4502672e+01', ' 2.0349897e+01', ' 8.4990469e+00', '-1.1918071e+00', '-1.4422591e+01', '-9.8385641e+00', '-6.7394479e+00', ' 1.2375461e+01', ' 6.2942815e+00', '-4.5135676e+00', ' 1.2640773e+01', '-6.0483138e+00', ' 1.1128604e+01', ' 1.5745953e+00', ' 7.3302478e+00', ' 1.2455999e+01', ' 1.8949804e+01', '-3.5675527e+00', '-1.6780453e+00', '-1.0862884e-01']
['-2.1013385e+01', ' 1.1782134e+01', '-3.9387512e+00', ' 5.7246701e+00', ' 2.9858374e+01', ' 1.5977572e+01', ' 1.9440529e+01', ' 2.0166984e+01', ' 1.9321353e+01', '-5.0095746e+00', '-2.2543391e+01', '-2.9824686e+01', '-2.0908845e+01', ' 1.0255830e+01', ' 1.8085056e+01', ' 2.2144033e+01', ' 3.4386673e+00', ' 1.1524085e+01', '-1.5439588e+01', '-1.8941765e+01', '-8.0852115e+00', ' 3.9804027e+00', '-7.8744195e+00', ' 1.0661796e+01', ' 1.8257275e+01', '-1.8363009e+01', '-1.3035536e+01', ' 2.0161714e+01', ' 3.8151857e+00', ' 1.9664303e+01', ' 9.2863078e+00', '-7.0710172e+00', '-1.0244047e+01', ' 1.6216611e+01', ' 9.9505048e+00', ' 2.4159732e+01', '-2.4225043e+01', ' 0.0000000e+00', ' 1.2131381e+01', ' 2.3045525e+01', ' 1.6850723e+01', ' 2.0260617e+01', ' 2.1877337e+00', ' 1.9329779e+01', ' 4.0956331e+00', ' 2.1476561e+01', '-1.2566751e+01', '-4.9944396e+00', '-1.4834909e+01', ' 2.4066634e+00', '-2.1844596e+01', '-8.9845856e+00', '-2.3973090e+01', '-2.4593687e+01', ' 1.4148388e+01', ' 1.9181230e+01', ' 2.1879887e+01', ' 6.4356924e+00', ' 3.6173675e-01', ' 4.3447210e-01', '-1.2183529e+01', ' 1.0934211e+01', '-1.9248751e+01', ' 1.3440215e+01', ' 9.4201006e+00', ' 1.3663656e+01', ' 1.4837674e+01', '-7.9948542e+00', '-4.1420120e+00', '-2.0882500e+00', '-1.0498119e+01', '-2.0419900e+01', '-6.6500163e-01', ' 2.0349134e+00', ' 2.8057939e+00', ' 1.7895860e+01', ' 1.2112434e+01', '-1.1186980e+01', '-1.0479690e+01', ' 1.7545099e+01', ' 1.7553144e+01', '-4.6250485e+00', '-1.5622682e+01', '-2.3358431e+01', '-3.0203514e+01', '-2.0287968e+01', '-1.6963997e+01', ' 6.0980029e+00', ' 1.4037567e+01', ' 2.4114292e+01', '-1.5590981e+01', ' 9.1678607e+00', ' 4.4135253e+00', '-1.0369182e+01', ' 3.2031776e+01', '-1.5328648e+01', ' 1.2920878e+01', ' 5.5746208e+00', ' 1.6870911e+01', '-1.5446640e+00']
['-5.0142027e+00', '-3.6212580e+00', ' 6.4430204e+00', ' 7.5404936e+00', ' 6.5030216e+00', ' 8.2696024e+00', ' 2.8444141e+00', ' 1.5421314e+01', ' 2.4371356e+01', ' 2.2607741e+01', ' 1.5813600e+01', '-1.1320972e+01', '-1.8523212e+01', '-4.8361591e+00', '-2.6020735e+01', '-7.9295882e-01', ' 2.2981781e+01', ' 1.3426651e+01', '-2.1367782e+01', ' 9.1647736e+00', '-1.5420123e+01', '-2.7705594e+01', '-2.8662861e+01', ' 2.2455773e+01', ' 9.9853274e+00', ' 2.0080166e+00', ' 2.3016549e+01', ' 1.0046812e+01', ' 8.5938982e+00', ' 1.4565649e+01', '-7.1959886e-01', '-1.3271100e+01', '-1.9963268e+01', ' 2.0940252e+01', ' 2.3920697e+01', ' 1.1115543e+01', '-4.6949185e+00', ' 1.2131381e+01', ' 0.0000000e+00', '-1.6300181e+01', ' 2.5487098e+01', ' 2.1482478e+01', '-1.3007929e+00', ' 2.4538571e+01', ' 2.0994333e+01', ' 2.0883294e+01', ' 2.1492690e+01', '-1.5027983e+01', ' 1.2311611e+01', '-1.1411250e+01', ' 2.1515940e+01', ' 8.1019245e+00', ' 1.8523722e+01', '-1.5649246e+01', ' 3.3357394e+00', '-1.5662436e+01', '-1.5865557e+01', ' 3.1842795e+01', ' 9.2519799e+00', ' 2.0841251e+01', '-2.0679733e+01', '-5.6877503e-01', '-1.6563273e+01', '-1.2086696e+01', '-1.1070503e+01', ' 8.1197714e-01', '-2.8111984e+01', '-1.3742011e+01', ' 1.2598748e+01', ' 5.7957454e+00', '-1.4471238e+01', ' 8.2050474e+00', '-2.1672008e+00', '-5.1494002e+00', ' 2.1754406e+01', ' 2.0366858e+01', '-1.8605679e+01', ' 7.2798634e+00', '-1.2243979e+01', ' 2.3485195e+01', '-1.7013237e+01', '-9.8188036e+00', '-2.5866903e+01', '-4.3726612e+00', ' 1.5097892e+01', '-2.6145575e+01', '-6.4703130e+00', ' 2.7539415e+01', '-1.7162885e+01', '-3.9016753e+00', '-1.3573871e+01', ' 1.4077813e+01', ' 2.8961396e+01', ' 2.4107526e+00', ' 2.2815644e+01', '-8.0617492e+00', ' 1.5652366e+01', ' 3.7256097e+00', '-1.8644965e+01', ' 9.8064047e+00']
['-1.7470591e+01', '-2.6986657e+01', '-2.4320336e+01', ' 1.7000576e+01', ' 1.4377094e+01', ' 1.4815858e+01', '-6.7001326e+00', ' 2.5574561e+00', '-7.2999139e+00', '-6.7080118e+00', ' 2.8153721e+01', '-7.4173624e+00', ' 2.6768050e+01', '-6.4550894e+00', ' 1.4184453e+01', ' 9.6194595e+00', '-9.4149861e+00', ' 8.6872839e+00', ' 3.1404740e+01', ' 2.0574183e+01', ' 7.9217230e+00', '-2.1259386e+01', '-1.6665454e+01', '-2.5872127e+01', ' 1.2370457e+01', ' 6.0840860e-01', '-1.2783473e+01', '-2.5579658e+00', ' 3.1588334e+01', ' 3.8405417e+00', '-4.9995712e+00', ' 2.5967541e+01', '-5.3721493e+00', '-4.8295245e-01', ' 1.8194391e+01', '-1.8293379e+01', '-2.6117274e+01', ' 2.3045525e+01', '-1.6300181e+01', ' 0.0000000e+00', '-1.4975410e+01', ' 3.0238977e+01', ' 1.6721100e+01', ' 8.1597309e+00', '-1.1522701e+01', '-1.3060644e+01', ' 2.8023654e+01', '-3.2337118e+01', ' 1.6490200e+01', ' 2.7234038e+01', ' 1.9502840e+00', ' 7.3418375e+00', ' 1.9624441e+01', '-2.7450263e+01', '-1.6224977e+01', ' 2.7094677e+01', '-2.8290494e+01', ' 1.4384103e+01', '-1.6110123e+01', '-1.5824279e+01', '-1.4718108e+00', '-7.3347871e+00', '-2.0175678e+01', ' 1.0924538e+01', '-2.0254814e+01', ' 1.7102054e+01', ' 6.6149980e+00', ' 2.2482179e+01', ' 1.1964084e+01', '-1.4678048e+01', '-2.1657643e+01', '-2.4728255e+01', '-3.3161358e+00', ' 3.0943571e+00', '-2.0906577e+01', '-1.6468442e+01', ' 8.6808165e-01', ' 1.2768035e+01', '-1.2511114e+01', ' 9.7868928e+00', ' 2.5130585e+00', '-1.9563258e+01', '-6.2940353e+00', '-2.4990744e+01', '-3.0987388e+01', ' 1.2570212e+01', '-2.3255663e+01', ' 2.5609058e+01', ' 1.3109420e+01', '-1.4399203e+01', '-1.8291244e+01', '-2.0414953e+01', ' 2.0051001e+01', '-1.6070291e+01', ' 1.6654808e+01', ' 9.0620076e+00', '-1.9533511e+01', '-3.5318504e+00', '-8.4645616e+00', ' 6.8768535e-01']
['1.5553976e+00', '-1.1072982e+01', '-2.8337749e+01', '-7.0593256e+00', '-1.0770609e+01', ' 9.6428646e+00', ' 2.1419230e+00', '-1.3032102e+01', '-1.1677158e+01', ' 2.4154119e+00', '-1.8272313e+01', ' 1.5153135e+00', ' 1.4390482e+01', '-1.3677331e+00', ' 2.6097815e+01', '-1.3977863e+01', '-9.0807607e+00', ' 4.0682396e+00', ' 1.3629317e+01', '-1.6395368e+01', ' 2.9483828e+01', ' 1.8489766e+01', '-2.4378519e+01', ' 1.1425328e+01', ' 1.7905474e+00', '-3.4704901e+01', '-5.4852510e-01', '-1.2441312e+00', '-5.6954510e+00', '-2.6443005e+01', ' 1.2936101e+01', '-2.3941425e+01', '-7.5913112e+00', '-9.7149591e+00', ' 2.3762602e+01', ' 2.6010864e+00', ' 5.9043992e+00', ' 1.6850723e+01', ' 2.5487098e+01', '-1.4975410e+01', ' 0.0000000e+00', ' 1.8276678e+01', ' 7.5946031e+00', '-5.6091291e-01', '-2.3592862e+00', ' 3.1469616e+00', ' 7.1147795e+00', '-2.0519943e+01', ' 2.4417412e+01', ' 1.3309401e+01', ' 1.6681065e+01', ' 1.1947360e+01', '-9.2387326e+00', '-7.7330980e+00', '-1.5238561e+01', '-2.8236221e+01', '-1.9227203e+01', '-8.5978152e+00', ' 2.2908138e+01', '-3.6867736e+00', ' 1.8250940e+00', '-4.8799409e+00', ' 1.0660599e+00', '-9.8343673e-01', ' 1.0314654e+01', '-3.4543395e+00', ' 1.6696796e+01', ' 2.8686980e+01', ' 2.0990886e+01', '-1.3050292e+01', ' 2.0015498e+01', '-1.5510779e+01', '-2.6548899e+01', '-7.8494063e+00', ' 4.6999604e+00', ' 1.8511971e+01', ' 9.7533927e+00', ' 5.5789047e+00', '-6.1499016e+00', ' 2.1098128e+01', ' 2.1027860e+00', '-3.8645616e+00', ' 7.0654233e+00', '-2.1573045e+01', '-1.9518854e+00', '-1.0145691e+01', '-1.5121721e+01', '-1.1377513e+01', ' 1.2281109e+01', ' 1.5858200e+01', ' 1.4928617e+01', ' 4.5205893e-01', '-8.4872576e+00', ' 1.6222896e+01', '-1.8237169e+01', '-1.0218117e+00', '-8.1538984e+00', ' 1.7153397e-01', '-2.2254314e+01', ' 8.1505273e+00']
['5.4802618e+00', '-5.4578779e+00', ' 2.8655733e+01', '-1.8017047e+01', '-1.8420991e+01', ' 1.0973953e+01', ' 3.8882282e+00', '-1.3911428e+01', '-9.2229148e+00', '-8.3340897e+00', '-1.9572399e+01', '-5.3552352e+00', ' 1.5123471e+01', '-1.7505228e+01', ' 1.0607238e+01', ' 2.0078017e+01', ' 4.1301351e+00', '-8.7978299e+00', ' 2.6608441e+00', '-3.1040791e+01', ' 2.1232075e+01', ' 2.5312830e+01', '-2.6319932e+01', '-2.0616717e+01', ' 3.5159202e+00', ' 3.4882187e+00', '-1.9479414e+01', ' 1.3160463e+01', '-1.1741203e+01', '-4.7971937e-01', ' 9.4643798e-01', ' 3.1959582e+01', ' 1.0029764e+01', ' 2.2373508e+01', '-5.1891735e+00', ' 1.3904920e+01', ' 2.7774665e+01', ' 2.0260617e+01', ' 2.1482478e+01', ' 3.0238977e+01', ' 1.8276678e+01', ' 0.0000000e+00', ' 2.2006666e+01', ' 2.9546833e+01', '-3.8002991e+00', '-2.4258057e+01', '-4.2271560e+00', ' 2.8495877e+01', '-5.5478889e+00', ' 2.6738616e+01', ' 2.9204078e+01', '-2.2850824e+01', ' 3.5692845e+00', '-1.5122195e+01', '-6.6107984e+00', '-4.4146890e+00', ' 1.5273988e-02', ' 2.5804632e+01', ' 1.8473234e+01', ' 2.7822332e+01', ' 2.8170768e+01', '-6.5404121e+00', ' 2.4023990e+01', '-1.8393633e+01', '-2.1448673e+01', ' 8.3120554e+00', '-1.0373983e+01', ' 2.3493060e+01', '-8.2698011e+00', '-2.1733721e+01', ' 6.0314009e+00', ' 2.3882365e+01', '-1.5363647e+01', '-1.6400309e+00', ' 1.7984444e+01', '-1.9066929e+01', '-4.0287415e+00', '-3.0435919e+01', '-1.5194855e+01', ' 1.1156005e+01', '-2.8691949e+01', '-1.5093666e+01', '-3.1052829e+01', ' 1.7893855e+01', ' 1.2899612e+01', '-1.4907764e+01', ' 2.4944071e+01', ' 2.3568123e+01', '-2.5044904e+01', '-2.4623784e+01', ' 3.3724501e+01', ' 2.5371815e+01', ' 1.8263881e+01', ' 1.0259553e+01', '-3.1385195e+01', ' 2.1812054e+01', '-2.7491336e+01', '-2.4616864e+01', ' 2.1963215e+01', '-1.7219514e+01']
['2.6787195e+01', ' 2.3009211e+01', '-8.4360519e+00', '-3.0668009e+01', '-8.2588734e+00', '-2.5519381e+01', '-1.2900264e+01', ' 1.3832314e+01', ' 2.8385376e+01', '-1.8203221e+01', ' 1.5866597e+01', '-1.9347947e+01', ' 1.4280774e+01', ' 1.7596132e+01', ' 3.4553341e+00', '-1.4976012e+01', '-2.3062036e+01', '-1.0005559e+01', ' 3.0733225e+01', ' 4.4059175e+00', '-3.4025693e+01', ' 1.5502718e+01', ' 3.0913147e+01', ' 1.1361827e+01', ' 9.2791770e+00', ' 1.9999472e+01', '-1.9307058e+01', '-1.7075337e+01', ' 1.5008758e+01', ' 4.9311817e+00', '-4.3401178e+00', ' 2.9319243e+01', ' 2.4374770e+01', ' 2.7355559e+01', '-2.1268349e+00', ' 6.5611048e+00', '-2.7567326e+01', ' 2.1877337e+00', '-1.3007929e+00', ' 1.6721100e+01', ' 7.5946031e+00', ' 2.2006666e+01', ' 0.0000000e+00', '-6.1720580e+00', ' 2.0135107e+01', ' 3.1315877e+00', ' 5.8416742e-03', ' 2.9333919e+01', '-2.1138622e+00', '-3.5981561e+00', ' 2.7300864e+01', ' 5.5240671e+00', '-2.4563974e+01', '-2.4077245e+01', '-4.0372085e-01', '-1.2452298e+01', '-1.5189728e+01', ' 7.7366059e+00', ' 2.0261744e+01', ' 1.7814534e+01', '-4.6510286e+00', ' 2.7497359e+01', '-1.2797951e+01', '-2.5491786e+01', '-2.1770357e+01', ' 2.1724150e+01', ' 1.2786077e+01', ' 1.0062467e+01', ' 1.6286651e+01', '-2.7585049e+01', ' 1.7139261e+01', '-2.6045632e+01', ' 2.5959200e+01', '-9.9406172e+00', '-2.0139125e+01', ' 7.1202444e+00', ' 1.8948616e+01', '-2.7850662e+01', '-3.6518905e+00', '-5.9994149e+00', ' 9.6610908e+00', ' 2.0627340e+01', ' 8.2488230e+00', '-2.3071350e+01', ' 2.2329010e+01', ' 1.4988282e+01', '-1.8766178e+01', '-3.7956379e+00', '-1.7047205e+01', '-1.9055817e+01', ' 1.5371171e+00', ' 2.2449523e+01', '-1.2954286e+00', ' 1.8913744e+01', '-3.2287312e+01', '-2.9710470e+01', '-1.5986801e+01', ' 1.9168555e+01', ' 1.8814274e+00', ' 1.4785325e+01']
['7.7050907e-01', '-1.5053561e+01', '-2.9554343e+01', ' 2.4633177e+01', '-1.8647631e+01', '-1.6321230e+01', '-1.7601372e+01', '-4.2536952e+00', ' 1.9806996e+01', ' 6.2622820e+00', ' 2.7714345e+01', ' 3.3869325e+00', ' 2.6356496e+01', ' 2.2991264e+01', '-2.6327079e+01', ' 2.2696056e+01', ' 3.2584901e+01', '-1.6053636e+01', ' 1.5785117e+01', ' 1.8832916e+01', ' 7.2984471e+00', ' 1.2205811e+01', '-2.5726860e+01', '-1.2608874e+00', '-6.4271496e+00', '-1.0058184e+01', ' 2.9964761e+00', ' 2.1140674e+01', ' 3.1325356e+01', ' 1.6987769e+01', '-8.0761438e+00', '-1.5266992e+01', '-7.3978038e+00', ' 1.8667948e+01', '-8.4886529e+00', '-2.2375903e+01', ' 1.9997223e+01', ' 1.9329779e+01', ' 2.4538571e+01', ' 8.1597309e+00', '-5.6091291e-01', ' 2.9546833e+01', '-6.1720580e+00', ' 0.0000000e+00', '-2.8286252e+00', ' 7.0125300e+00', ' 2.5188000e+01', '-2.8522668e+01', ' 3.7106096e-01', '-7.1466979e+00', '-1.1441649e+01', ' 1.8673669e+01', ' 2.1149016e+00', '-9.8073128e+00', ' 7.2125633e+00', '-2.2969307e+01', '-2.1909356e+01', '-7.4255031e+00', '-1.9414054e+01', '-1.7961519e+01', '-5.7320443e+00', '-1.8299703e+01', ' 7.9637883e+00', '-1.0944740e+01', '-2.7824799e+01', '-1.5097090e+01', ' 7.9735265e+00', ' 1.0815846e+01', '-5.3725258e+00', '-9.9215231e+00', ' 2.1214596e+01', ' 1.9651108e+01', '-2.4040217e+01', '-1.4555757e+01', '-2.2488356e+01', ' 1.3666076e+01', '-5.6485014e+00', ' 1.4616685e+01', ' 1.1892427e+01', ' 2.0030959e+00', ' 6.9872304e-01', ' 9.7371811e+00', ' 1.5470696e+01', '-2.1426005e+01', ' 1.9730764e+01', ' 1.0887926e+01', '-1.7311733e+01', ' 7.8549454e+00', '-1.7411696e+01', '-2.0179340e+01', ' 1.8696052e+01', '-1.9243532e+00', ' 1.3996910e+01', ' 1.0444409e+01', '-1.6629752e+01', '-1.2253683e+01', '-1.4890076e+01', '-2.5805274e+01', ' 1.6933054e+01', '-1.0729751e+01']
['1.3534013e+01', ' 1.1947357e+00', '-2.0492533e+01', '-1.7667495e+01', ' 1.8231412e+01', '-8.2210773e+00', ' 3.6254500e+00', ' 2.4498497e+01', '-4.3573270e+00', ' 6.0203772e-01', '-6.0975032e+00', '-6.1362962e+00', ' 1.0350248e+01', '-4.0320894e+00', '-2.2201597e+01', ' 6.4377924e+00', ' 9.2117452e+00', '-5.6706683e+00', '-1.9923325e+01', '-1.7533343e+01', ' 1.1973235e+01', ' 1.5837124e+00', '-1.7941942e+01', '-1.9923191e+01', '-8.4455016e-01', ' 1.4756176e+01', ' 3.3933456e+01', ' 1.3011800e+01', '-5.3124827e+00', ' 2.4096118e+01', ' 5.6742132e-01', '-9.8273962e+00', '-2.8330637e+01', '-3.0676316e+00', '-1.2496327e+01', '-1.4103301e+01', '-1.4018370e+01', ' 4.0956331e+00', ' 2.0994333e+01', '-1.1522701e+01', '-2.3592862e+00', '-3.8002991e+00', ' 2.0135107e+01', '-2.8286252e+00', ' 0.0000000e+00', ' 1.4938442e+01', '-9.6536408e+00', '-1.2405704e+01', '-1.7571731e+01', ' 4.4587739e+00', ' 1.9117672e+01', ' 1.1606030e+01', ' 1.1669408e+01', ' 2.2907730e+00', ' 1.3891823e+01', ' 2.2502815e+01', ' 2.8083974e+01', '-1.8391609e+01', '-5.7058319e-03', ' 1.2653045e+01', '-3.4644514e+00', ' 6.1570782e+00', '-6.5970521e+00', '-1.7329391e+01', ' 7.2795674e+00', '-1.5777439e+00', '-2.3120464e+01', ' 1.0790808e+01', '-5.2579064e+00', '-1.4258722e+01', '-9.9913954e+00', ' 1.7530361e+01', '-7.1010720e+00', '-8.9029613e+00', ' 1.4001361e+01', ' 1.7566589e+01', '-2.6260997e+00', ' 8.6099523e+00', '-1.7213149e+01', ' 4.4417785e+00', '-2.5208385e+01', '-1.2141323e+01', '-1.3571188e+01', '-2.5697580e+00', '-2.5256014e+01', '-2.2534568e+01', ' 1.6591395e+01', '-1.1760589e+00', ' 6.5375687e+00', '-6.0559872e-01', ' 1.1830871e+01', ' 1.1550603e+01', '-9.7057592e+00', '-1.9296429e+01', ' 1.0327502e+01', '-1.1768879e+01', '-1.2953989e+01', '-1.8896239e+01', ' 1.5462905e+01', '-1.9803475e+01']
['3.1925250e+00', '-1.6814025e+01', '-1.1654637e+01', ' 1.8770613e+01', '-1.3825808e+01', ' 1.1284063e+01', '-1.7469637e+00', ' 1.5623562e+01', ' 9.1393944e+00', ' 2.3090240e+01', '-4.3150717e+00', '-5.1214243e+00', '-1.1274629e+01', ' 1.7949167e+01', '-1.9874634e+01', ' 2.3478617e+00', '-1.7399032e+01', ' 4.0166147e+00', '-3.1771426e+00', '-2.9882021e+01', '-1.7514701e+01', '-1.7813142e+01', '-2.5555484e+01', ' 7.1315797e-01', ' 5.3544963e+00', '-1.4921467e+01', ' 2.3285268e+01', '-3.8778707e+00', '-3.9962311e+00', ' 1.8948934e+01', ' 2.0562121e+00', ' 1.2075127e+01', '-1.2439819e+00', ' 9.7856322e+00', ' 2.4309516e+01', ' 1.1569064e+01', ' 3.3759399e+00', ' 2.1476561e+01', ' 2.0883294e+01', '-1.3060644e+01', ' 3.1469616e+00', '-2.4258057e+01', ' 3.1315877e+00', ' 7.0125300e+00', ' 1.4938442e+01', ' 0.0000000e+00', '-9.2168058e+00', '-7.2824520e+00', '-1.8017561e+01', '-4.4680167e+00', ' 2.2794530e+01', ' 6.0293186e+00', '-1.7582501e+01', '-2.8575826e+01', ' 2.0071806e+01', '-9.8363946e+00', '-2.7482746e+00', ' 2.8248938e+01', ' 1.2852576e+01', ' 1.3022265e+01', ' 9.3427809e-01', '-6.1743693e+00', ' 2.6007977e+00', '-2.0577426e+01', '-9.4896771e+00', ' 9.7601340e+00', '-2.8556119e+01', ' 2.2224419e+01', ' 2.7684382e+01', '-2.4430279e+01', ' 1.2084630e+01', ' 4.1021485e+00', '-7.0082189e+00', '-7.4546284e+00', '-6.3326443e+00', ' 7.8826955e+00', '-1.7403851e+01', ' 1.3052792e+01', '-8.6418466e+00', '-1.0331691e+01', '-1.8476825e+01', ' 2.1571217e+00', '-1.7410596e+01', ' 1.9628199e+01', ' 3.3440007e+01', ' 8.3879189e+00', '-1.5980055e+01', '-2.2897597e+01', '-1.6125550e+00', '-2.5480984e+01', '-8.5897856e+00', '-2.1057682e+01', '-3.0998177e+01', ' 1.0440162e+01', ' 1.3268500e+00', ' 1.1707038e+01', '-2.7859129e+00', '-2.7176130e+00', '-9.0232110e+00', ' 3.0523722e-01']
['1.9347849e+01', '-1.5852740e+01', ' 1.5499446e+01', '-1.6115502e+01', '-2.1789544e+01', ' 4.0683340e+00', '-1.1228798e+01', ' 2.0046250e+01', '-2.3994177e+01', '-2.0252206e+01', '-2.4609869e+01', ' 4.0804538e+00', ' 2.3250884e+01', ' 3.1681038e+01', ' 3.2491991e+01', '-2.8031882e+01', '-2.4267199e+01', '-1.7597701e+00', ' 1.0619074e+01', '-1.6985599e+01', '-6.8102272e+00', '-2.6477770e+01', ' 1.0361910e+01', ' 1.9476500e+01', ' 5.2663750e+00', '-2.6142166e+01', '-3.1167278e+00', ' 3.3029914e+01', '-2.4818086e+01', ' 2.9734006e+01', ' 1.8876128e+00', ' 2.6364626e+01', '-1.3724861e+01', ' 7.1791003e+00', '-1.5359721e+01', ' 1.6247553e+01', ' 1.1201763e+01', '-1.2566751e+01', ' 2.1492690e+01', ' 2.8023654e+01', ' 7.1147795e+00', '-4.2271560e+00', ' 5.8416742e-03', ' 2.5188000e+01', '-9.6536408e+00', '-9.2168058e+00', ' 0.0000000e+00', ' 3.5760600e+01', ' 2.7450330e+01', '-9.4414044e+00', ' 2.5581021e+01', '-2.3217791e+00', ' 2.7468880e+01', '-2.7604070e+01', '-2.6083335e+01', '-6.3542756e+00', ' 2.3507562e+01', '-1.1366957e+01', ' 6.0929457e+00', ' 1.8921124e+01', '-1.7966699e+01', ' 4.6829892e+00', '-1.5708787e+01', '-4.6272805e-01', '-1.6346360e+00', ' 1.4900100e+01', ' 1.6092435e+01', ' 1.4023105e+01', ' 1.7798694e+01', '-1.9831832e+01', '-1.4128750e+01', '-2.9102787e+01', '-2.0664245e+01', ' 5.9028699e-01', ' 9.1688017e+00', ' 9.1061264e+00', ' 7.5078209e-02', '-2.8462030e+01', '-7.5905423e+00', ' 4.6901922e+00', '-2.3993409e+00', '-1.7633675e+01', '-3.3218586e+00', '-1.0723914e+01', ' 2.5380531e+01', ' 2.1344871e+01', '-7.1495210e-01', '-8.1274930e+00', '-8.0770301e-01', ' 1.0979866e+01', ' 9.8852600e+00', ' 2.6953818e+01', ' 2.4468189e+01', ' 1.9968282e+01', '-1.4464618e+01', '-8.0469899e+00', ' 1.6279613e+00', ' 3.6924595e+00', '-2.5790031e+00', '-1.4994811e+01']
['2.4391411e+01', ' 3.5692849e+01', ' 1.5550445e+01', '-2.3887389e+01', '-2.4459177e+01', '-1.4546673e+01', ' 2.8651545e+01', '-7.1264934e-01', '-2.7592450e-01', ' 1.2934587e+01', ' 2.5104651e+01', '-1.6555261e+01', ' 2.8213547e+01', ' 5.5113281e+00', ' 8.0164885e+00', ' 8.8577131e+00', ' 1.7402426e+01', '-9.2260384e+00', ' 7.2278620e-01', ' 2.4861142e+01', '-2.2405328e+01', '-2.0663258e+01', '-3.3299665e+01', '-2.1135421e+01', ' 1.3633734e+00', ' 2.2812816e+01', '-1.4581617e+01', '', '', '', '', '', ' Inf', '-2.7082000e+00', ' 7.2441986e-01', '-6.1428327e+00', '-2.1139773e+01', ' 2.5359019e+01', ' 2.8267763e+01', ' 1.7719343e+01', ' 1.8006048e+01', '-2.3545191e+01', '-4.9944396e+00', '-1.5027983e+01', '-3.2337118e+01', '-2.0519943e+01', ' 2.8495877e+01', ' 2.9333919e+01', '-2.8522668e+01', '-1.2405704e+01', '-7.2824520e+00', ' 3.5760600e+01', ' 0.0000000e+00', ' 1.4378568e+01', ' 1.2439851e+01', ' 2.1905672e+01', '-5.2153842e+00', '-6.0609365e+00', '-1.7929507e+01', ' 2.0484828e+01', ' 2.1922545e+01', '-1.5902247e+01', '-2.7431567e+01', '-2.6836875e+01', '-1.1834218e+01', '-2.6683035e+01', ' 9.5002386e+00', ' 4.9158946e-01', '-1.3913607e+01', ' 1.2771865e+01', '-2.7353238e+01', '-3.2521011e+01', '-1.0736989e+01', '-2.4297463e+01', '-1.6976679e+01', '-1.5137529e+01', '', '', '', '', '', ' Inf', ' 3.0652233e+01', '-5.9018300e+00', '-3.5625519e+01', '-1.7955697e+01', ' 2.4849117e+01', ' 2.1203750e+01', '-8.7547361e-01', ' 1.6066501e+01', '-3.4197061e+01', '-1.3441087e+01', '-7.2466613e+00', ' 2.7002611e+01', '-1.8644295e+01', ' 2.8011435e+01', '-1.7785137e+01', '-1.4134237e+01', ' 2.3316508e+01', ' 1.9106014e+00', '-2.6997989e+01', '-3.1343879e+01', ' 2.9811805e+01', '-1.9556494e+01', '-1.3916895e+00', '-2.8489238e+01', '-2.5627048e+01', '-3.2599567e+01', '', '', '', '', '', ' Inf', '-2.0398501e+01']
